"ANID","Alternate ID","Chem Group","Sample Type","Investigator Name","Institution","Site Name","Site State","Site Country","Site Latitude","Site Longitude","Source Name","Source State","Source Country","Source/Excavator/Museum","Period","Artifact Date","Comments","Analytical History","Long RDF","Long Date","Short RDF","Short Date","Spare_ID","Ba","La","Lu","Nd","Sm","U","Yb","Ce","Co","Cs","Eu","Fe","Hf","Rb","Sb","Sc","Sr","Ta","Tb","Th","Zn","Zr","Br","Al","Cl","Dy","K","Mn","Na","NKT_edits"
"RLB356","RLB356","outlier","source","Burger, Richard","Yale University","Chupas","Ayacucho Region","Peru",,,"UNKNOWN","Ayacucho Region","Peru","LQM_Melia",,,"OUTLIER","MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB1-S",2-Jun-99,"RLB356",338.50,22.1672,0.2830,14.9351,3.4460,4.2949,1.4332,46.6781,0.8859,4.1303,0.6051,10458.4,4.4781,128.13,0.6577,3.3522,85.43,1.6116,0.4451,12.8041,49.57,149.11,0.000,63754.3,783.9,2.2422,44166.5,756.21,25416.7,
"RLB357","RLB357","PUZ-PU","source","Burger, Richard","Yale University","Chupas","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB1-S",2-Jun-99,"RLB357",277.60,21.1475,0.1203,12.8978,2.7576,5.3689,0.7824,40.8909,0.1610,3.6979,0.3603,5238.4,3.8545,115.97,0.2384,1.7471,75.53,2.0334,0.2717,14.7144,35.30,127.23,0.000,67976.7,747.8,0.9536,40391.8,496.13,32420.8,
"RLB358","RLB358","PUZ-PU","source","Burger, Richard","Yale University","Chupas","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB1-S",2-Jun-99,"RLB358",279.00,20.3914,0.1132,13.2401,2.5878,5.5343,0.8015,38.3279,0.1535,3.6016,0.3326,5015.0,3.6684,122.48,0.2530,1.6530,66.56,1.9528,0.2580,14.1073,35.62,114.52,0.000,70338.6,646.7,1.6099,35816.1,442.99,34025.8,
"RLB359","RLB359","PUZ-PU","source","Burger, Richard","Yale University","Chupas","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB1-S",2-Jun-99,"RLB359",277.10,20.6258,0.1212,13.7993,2.6184,5.4498,0.8137,41.5371,0.1607,3.7392,0.3740,5296.9,3.8929,117.53,0.2430,1.7685,67.30,2.0645,0.2886,14.8868,35.69,128.06,0.000,73461.6,697.2,1.1921,46375.1,490.84,27317.2,
"RLB360","RLB360","PUZ-PU","source","Burger, Richard","Yale University","Cerro Campanayoq A","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB1-S",2-Jun-99,"RLB360",198.90,19.3297,0.1242,11.1316,2.6021,5.5035,0.8765,38.5817,0.1270,3.8882,0.3322,5121.2,3.9431,122.98,0.2434,1.8229,46.15,2.0909,0.2670,15.2467,36.49,122.79,0.000,77491.0,767.4,1.2385,38076.3,513.99,31221.8,
"RLB361","RLB361","PUZ-PU","source","Burger, Richard","Yale University","Cerro Campanayoq A","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB1-S",2-Jun-99,"RLB361",277.90,20.8903,0.1276,12.7973,2.7182,5.5180,0.8090,40.3569,0.1605,3.6692,0.3543,5201.9,3.8078,145.53,0.2247,1.7313,69.25,2.0020,0.2604,14.5835,34.93,121.48,0.000,67059.4,757.3,1.5907,52693.4,489.38,29090.9,
"RLB362","RLB362","PUZ-PU","source","Burger, Richard","Yale University","Cerro Campanayoq A","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB1-S",2-Jun-99,"RLB362",203.90,19.0124,0.1227,12.3024,2.6099,5.6552,0.8781,37.4378,0.1285,3.7776,0.3237,4975.8,3.8127,120.75,0.2474,1.7688,49.79,2.0613,0.2621,14.8081,34.85,129.15,0.000,67926.5,726.0,1.5031,43072.5,506.62,29402.2,
"RLB363","RLB363","PUZ-PU","source","Burger, Richard","Yale University","Cerro Campanayoq A","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB2-S",2-Jun-99,"RLB363",196.90,19.0953,0.1149,11.6580,2.3560,5.6963,0.7740,36.3424,0.1433,3.8079,0.2914,4897.8,3.7211,117.50,0.2468,1.6266,53.84,1.9610,0.2362,14.9496,30.92,117.27,0.000,71060.8,724.3,1.1573,36062.5,476.49,32136.3,
"RLB364","RLB364","PUZ-PU","source","Burger, Richard","Yale University","Cerro Campanayoq A","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB2-S",2-Jun-99,"RLB364",201.60,19.2165,0.1217,11.9803,2.6151,5.8082,0.7869,38.4530,0.1259,3.8717,0.3227,5044.7,3.8691,119.30,0.2405,1.7956,44.95,2.0908,0.2568,15.1708,35.43,120.97,0.000,70101.8,646.4,1.6941,35026.8,514.66,32696.5,
"RLB365","RLB365","PUZ-PU","source","Burger, Richard","Yale University","Cerro Campanayoq A","Ayacucho Region","Peru",,,"Puzolana","Ayacucho Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","BGR1",17-Jul-99,"RLB2-S",2-Jun-99,"RLB365",204.60,19.8772,0.1238,13.6005,2.7134,5.8241,0.8371,38.0701,0.1290,3.8142,0.3322,5082.1,3.9337,119.29,0.2461,1.8074,46.52,2.0754,0.2618,15.0699,35.39,115.86,0.000,75198.3,633.8,1.4694,36596.4,513.97,32399.1,
"RLB419","RLB419","UU-PU","source","Burger, Richard","Yale University","Pampa Finaya, Coporaque","Arequipa Region","Peru",,,"Uyo Uyo","Arequipa Region","Peru","Watanabe, Luis",,,"Wernke source in Arequipa","MURR (SRM-278: short and long)","RCT1",6-Oct-02,"BUR2-S",11-Apr-02,"RLB419",819.70,34.0498,0.2369,21.2220,3.6056,4.3937,1.2860,64.1313,0.1807,5.6058,0.5438,5301.8,3.0570,160.95,0.4220,1.8503,176.20,1.0556,0.3684,17.6020,33.69,119.49,0.000,73759.3,675.7,1.9158,39022.3,436.65,28703.6,
"RLB420","RLB420","CT-PU","source","Burger, Richard","Yale University","W slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",-14.6200,-73.0000,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB420",347.80,31.0382,0.2070,17.1418,2.9613,6.4700,1.3116,55.8325,0.1028,6.5010,0.3683,5019.8,4.0384,193.83,0.2210,1.6806,69.91,1.5757,0.2623,21.7450,39.40,148.12,0.000,67091.4,617.8,1.3853,39826.2,448.51,30134.3,
"RLB421","RLB421","CT-PU","source","Burger, Richard","Yale University","W slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",-14.6200,-73.0000,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB421",346.70,31.2627,0.2054,16.8386,3.0070,6.2658,1.3336,54.8486,0.1049,6.4195,0.3879,4959.9,3.9275,192.65,0.1999,1.6643,79.73,1.5523,0.2750,21.5348,39.21,151.60,0.000,72741.4,551.0,1.5990,39779.7,461.93,30959.8,
"RLB422","RLB422","CT-PU","source","Burger, Richard","Yale University","W slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",-14.6200,-73.0000,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB422",334.30,31.0176,0.1993,15.1023,2.9715,6.5243,1.2896,55.7869,0.1051,6.3573,0.3673,4947.4,3.9416,190.33,0.2055,1.6576,70.37,1.5473,0.2539,21.3304,41.29,149.92,0.000,68182.6,580.8,2.3438,38508.7,463.22,31059.8,
"RLB423","RLB423","CT-PU","source","Burger, Richard","Yale University","W slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",-14.6200,-73.0000,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB423",354.90,30.8290,0.2033,16.4744,2.9627,6.5158,1.2827,55.4855,0.1013,6.4743,0.3708,4975.9,4.1409,191.21,0.2066,1.6700,80.82,1.5606,0.2763,21.6544,37.46,154.68,0.000,67394.1,631.1,1.6001,41063.1,452.26,30435.4,
"RLB424","RLB424","CT-PU","source","Burger, Richard","Yale University","W slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",-14.6200,-73.0000,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB424",352.60,30.9247,0.2045,16.1062,2.9716,6.5289,1.3040,55.2961,0.1039,6.4183,0.3624,4956.9,3.9455,193.27,0.2387,1.6585,90.07,1.5628,0.2767,22.1304,40.17,145.88,0.000,74516.6,641.2,1.2905,38651.3,452.70,30139.4,
"RLB425","RLB425","CT-PU","source","Burger, Richard","Yale University","W slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",-14.6200,-73.0000,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB425",350.50,31.0265,0.2059,17.0295,2.9659,6.5880,1.3010,55.0119,0.1280,6.4846,0.3553,4979.9,4.0067,193.29,0.2199,1.6663,73.72,1.5765,0.2770,21.5978,38.37,146.65,0.000,71569.6,524.9,1.8067,41498.8,459.94,30701.5,
"RLB426","RLB426","CT-PU","source","Burger, Richard","Yale University","W slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",-14.6200,-73.0000,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB426",361.30,30.7024,0.1991,16.2104,2.9699,6.6421,1.2623,55.2349,0.1104,6.4925,0.3586,4947.4,3.9404,194.91,0.2081,1.6643,84.10,1.5670,0.2698,21.6399,40.55,138.85,0.000,69040.7,478.6,1.7370,43677.6,453.43,30302.5,
"RLB427","RLB427","CT-PU","source","Burger, Richard","Yale University","W slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",-14.6200,-73.0000,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB427",339.20,30.8794,0.2075,15.7759,2.9938,6.3473,1.3356,55.2374,0.0986,6.4341,0.3646,4962.6,3.9275,191.98,0.2085,1.6632,71.06,1.5698,0.2766,21.5175,37.41,153.80,0.000,68425.2,526.5,1.8604,38195.6,455.68,30344.8,
"RLB428","RLB428","CT-PU","source","Burger, Richard","Yale University","E slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",,,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB428",356.00,31.0692,0.2020,15.6903,2.9814,6.5757,1.3152,55.7060,0.1064,6.3970,0.3692,4955.4,4.0036,191.92,0.1997,1.6682,74.66,1.5577,0.2689,21.5005,40.56,149.05,0.000,73200.8,717.0,1.4084,37620.9,466.22,30985.2,
"RLB429","RLB429","CT-PU","source","Burger, Richard","Yale University","E slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",,,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB429",346.10,30.6020,0.2053,16.7169,3.0060,6.8672,1.3666,55.4031,0.1047,6.4694,0.3650,4983.0,4.0058,195.41,0.2062,1.6642,75.41,1.5728,0.2679,22.3526,38.95,145.91,0.000,72642.3,627.8,1.7860,37518.5,454.71,30263.8,
"RLB430","RLB430","CT-PU","source","Burger, Richard","Yale University","E slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",,,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB430",371.90,30.7066,0.2064,17.2141,3.0035,6.2187,1.2571,55.2752,0.0903,6.3242,0.3584,4917.2,3.9491,188.41,0.2068,1.6442,66.86,1.5394,0.2617,21.1434,37.20,142.93,0.000,69883.4,538.6,1.4836,36504.6,461.29,30765.9,
"RLB431","RLB431","CT-PU","source","Burger, Richard","Yale University","E slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",,,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB431",348.30,30.5328,0.2046,15.2076,2.9674,6.0298,1.3168,54.6895,0.0972,6.3871,0.3604,4911.6,3.9881,191.38,0.2060,1.6449,61.26,1.5554,0.2663,21.3646,37.79,151.80,0.000,71439.9,654.5,1.3613,39938.9,455.77,30634.6,
"RLB432","RLB432","CT-PU","source","Burger, Richard","Yale University","E slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",,,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB432",349.30,30.6489,0.2055,15.8107,2.9866,6.5228,1.3244,54.8970,0.1151,6.3935,0.3573,4930.4,3.9382,190.45,0.2026,1.6583,65.96,1.5418,0.2674,21.5088,36.80,153.86,0.000,71292.3,625.6,1.5893,37708.3,451.63,30296.8,
"RLB433","RLB433","CT-PU","source","Burger, Richard","Yale University","E slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",,,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB433",353.60,30.9385,0.1990,16.7574,2.9526,6.5224,1.3510,54.6076,0.1039,6.4602,0.3617,4922.9,3.9333,192.45,0.2060,1.6679,76.07,1.5708,0.2639,22.3847,37.70,153.51,0.000,69178.4,475.2,1.5565,40400.3,451.34,30303.2,
"RLB434","RLB434","CT-PU","source","Burger, Richard","Yale University","E slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",,,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB434",363.90,30.5898,0.2064,15.8458,3.0474,6.6865,1.3444,54.8657,0.1019,6.5192,0.3707,4953.7,4.0994,194.40,0.2214,1.6737,77.80,1.5770,0.2694,21.8366,39.15,148.77,0.000,70782.4,441.3,1.4444,40594.2,461.76,30938.7,
"RLB435","RLB435","CT-PU","source","Burger, Richard","Yale University","E slope Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru",,,"Cerro Ticlliago, Aymaraes Province","Apurimac Region","Peru","Burger, Richard",,,,"MURR (SRM-278: short and long)","MOB4",16-Nov-03,"DER1-S",14-Nov-03,"RLB435",363.20,30.6594,0.2069,16.5241,2.9992,6.5475,1.3429,55.1342,0.1269,6.4384,0.3636,4924.2,3.9859,191.99,0.2076,1.6504,70.79,1.5552,0.2584,21.5002,39.26,151.26,0.000,66756.1,670.1,1.0363,39946.6,453.38,30445.7,
"RLB558","27","unk-YAN","source","Burger, Richard","Yale University","Yanamayo River, Chica Drainage, Andahuaylas Province","Ayacucho Region","Peru",,,"unk-YAN","Ayacucho Region","Peru","Meddens, Frank",,,,"MURR (SRM-278: short and long)","OBD1",15-Aug-04,"BET2-S",4-Jun-04,"RLB558",579.60,50.2260,0.2563,35.4943,5.8915,4.4246,1.0904,97.4456,0.1308,4.6564,0.9397,7189.1,5.2982,174.38,0.2000,2.4918,149.21,1.1992,0.5194,20.2362,56.94,176.05,0.000,72458.0,893.5,2.3286,46078.8,562.71,31995.9,
"RLB559","28","outlier","source","Burger, Richard","Yale University","Lucanamarca, District of Huanca Sancos","Ayacucho Region","Peru",,,"Lucanamarca source","Ayacucho Region","Peru","Fajardo, Fidel",,,,"MURR (SRM-278: short and long)","OBD1",15-Aug-04,"BET2-S",4-Jun-04,"RLB559",695.00,18.9622,0.2872,13.1778,3.0824,5.6906,1.2002,37.2845,0.2416,8.4949,0.5022,4907.6,2.2821,129.65,0.7747,1.7217,159.33,1.4505,0.3852,10.4248,30.64,78.64,0.000,73462.9,321.1,2.5559,33499.1,475.92,29303.8,
"RLB560","29","outlier","source","Burger, Richard","Yale University","Lucanamarca, District of Huanca Sancos","Ayacucho Region","Peru",,,"Lucanamarca source","Ayacucho Region","Peru","Fajardo, Fidel",,,,"MURR (SRM-278: short and long)","OBD1",15-Aug-04,"BET2-S",4-Jun-04,"RLB560",683.60,19.2461,0.2790,14.1568,3.0963,5.2455,1.1993,37.2969,0.2300,8.6138,0.4906,4880.1,2.3256,130.88,0.7833,1.7166,145.62,1.4310,0.4009,10.4477,30.32,86.72,0.000,70418.0,278.7,2.0452,33563.0,472.63,28877.2,
"SNQ001",,,"source","Gamio, Luis","Cuzco",,,"Peru",,,,,,,,,,,"OMA4",5-Oct-14,"GCT2-S",29-Aug-14,"SNQ001",382.86,19.7195,0.2932,18.2495,3.8794,5.5868,1.1661,41.7524,0.1007,5.3557,0.5482,4631.7,3.2318,159.43,0.2553,1.6691,90.21,1.2536,0.4331,17.0911,46.35,112.42,1.934,60184.4,881.3,2.4523,40370.6,516.86,31161.2,
"SOB004","SOB004","ALCA-1","source","Brooks, Sarah","University of Illinois-Chicago","Cabanaconde","Arequipa Region","Peru",,,"Alca-1","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB004",956.60,27.5598,0.1976,32.7332,3.3505,3.8196,0.9654,56.3371,0.2327,2.7454,0.4785,5329.6,3.5108,133.47,0.1591,1.7327,63.77,0.9197,0.2753,13.4378,37.91,112.74,0.000,68627.7,826.2,1.9096,33943.7,478.96,31892.6,
"SOB005","SOB005","ALCA-1","source","Brooks, Sarah","University of Illinois-Chicago","Cabanaconde","Arequipa Region","Peru",,,"Alca-1","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB005",979.50,28.4635,0.1844,29.8301,3.4681,3.8178,0.9989,57.0344,0.2470,2.8105,0.4818,5398.7,3.6151,136.01,0.1590,1.7571,75.09,0.9423,0.2737,13.7280,51.94,126.90,0.000,69058.1,721.5,2.1154,33090.3,477.86,31933.0,
"SOB006","SOB006","ALCA-1","source","Brooks, Sarah","University of Illinois-Chicago","Cabanaconde","Arequipa Region","Peru",,,"Alca-1","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB006",960.20,28.8215,0.1843,25.0250,3.4707,3.5483,1.0103,58.6848,0.2444,2.8286,0.4988,5538.8,3.5662,137.55,0.1518,1.7967,70.52,0.9529,0.3168,13.8243,53.09,112.42,0.000,69310.7,688.9,1.6018,33821.3,467.87,31467.5,
"SOB007","SOB007","ALCA-1","source","Brooks, Sarah","University of Illinois-Chicago","Cabanaconde","Arequipa Region","Peru",,,"Alca-1","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB007",948.30,28.3749,0.1887,23.9398,3.3834,3.3712,1.0406,56.9945,0.2348,2.7902,0.4719,5348.3,3.5675,134.60,0.1594,1.7290,67.54,0.9386,0.2608,13.4315,30.05,114.85,0.000,68021.9,751.5,2.5321,37126.8,473.54,31557.8,
"SOB008","SOB008","ALCA-1","source","Brooks, Sarah","University of Illinois-Chicago","Cabanaconde","Arequipa Region","Peru",,,"Alca-1","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB008",996.10,29.0606,0.1862,24.8993,3.5100,2.8861,0.9696,57.7016,0.2397,2.8050,0.4803,5422.8,3.5486,135.57,0.1537,1.7488,86.33,0.9405,0.3572,13.6181,52.30,123.92,0.000,69355.4,783.8,1.7115,34966.0,471.55,31572.8,
"SOB009","SOB009","QSP-PU","source","Brooks, Sarah","University of Illinois-Chicago","Cabanaconde","Ayacucho Region","Peru",,,"Quispisisa","Ayacucho Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB009",700.90,26.7701,0.2534,25.5133,3.1062,10.9696,1.0467,49.5916,0.4911,10.9180,0.4239,5620.1,3.2176,173.14,1.2482,1.3434,117.19,1.1502,0.2277,19.2202,21.74,161.03,0.000,70218.8,365.8,1.5724,33445.5,369.46,28871.2,
"SOB010","SOB010","ALCA-1","source","Brooks, Sarah","University of Illinois-Chicago","Cabanaconde","Arequipa Region","Peru",,,"Alca-1","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB010",941.90,27.7366,0.1874,23.0369,3.3551,3.2912,0.9358,57.0976,0.2332,2.7882,0.4867,5342.0,3.6243,135.17,0.1536,1.7529,78.04,0.9409,0.3123,13.5308,51.76,123.20,0.000,69625.9,695.3,1.2975,35708.9,474.47,31793.8,
"SOB011","SOB011","CAY-PU","source","Brooks, Sarah","University of Illinois-Chicago","Caylloma","Arequipa Region","Peru",-15.1900,-71.6800,"Caylloma","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB011",652.40,30.1780,0.2528,28.5273,3.4920,9.2026,1.1411,56.8830,0.1468,8.9638,0.4407,4710.5,3.0140,183.73,1.2449,1.8268,60.81,1.3623,0.2444,21.2647,46.86,143.70,0.000,66760.2,758.3,1.8607,35941.5,487.36,27794.4,
"SOB012","SOB012","CAY-PU","source","Brooks, Sarah","University of Illinois-Chicago","Caylloma","Arequipa Region","Peru",-15.1900,-71.6800,"Caylloma","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB012",659.10,29.8163,0.2567,30.6237,3.4697,8.9430,1.1524,57.8686,0.1523,9.0828,0.4473,4590.2,2.9438,216.82,1.5509,1.8529,66.39,1.3859,0.3099,21.8598,47.56,131.18,0.000,64145.4,805.3,1.9346,45275.4,485.27,23570.8,
"SOB013","SOB013","CAY-PU","source","Brooks, Sarah","University of Illinois-Chicago","Caylloma","Arequipa Region","Peru",-15.1900,-71.6800,"Caylloma","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB013",664.00,29.2166,0.2692,29.3791,3.4404,8.9372,1.1976,54.9912,0.1544,9.0671,0.4396,4614.2,2.9353,187.42,0.8706,1.8723,55.74,1.3999,0.2878,21.0272,46.02,129.69,0.000,65311.2,674.9,2.0461,40171.7,483.19,27549.7,
"SOB014","SOB014","CAY-PU","source","Brooks, Sarah","University of Illinois-Chicago","Caylloma","Arequipa Region","Peru",-15.1900,-71.6800,"Caylloma","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB014",631.00,28.7039,0.2470,28.8743,3.4313,8.8792,1.1176,55.6773,0.1398,8.9416,0.4278,4555.7,2.8735,185.76,2.9646,1.8243,71.31,1.3722,0.2765,21.2333,46.84,134.85,0.000,67259.4,648.2,2.0154,38496.5,485.91,27764.5,
"SOB015","SOB015","CAY-PU","source","Brooks, Sarah","University of Illinois-Chicago","Caylloma","Arequipa Region","Peru",-15.1900,-71.6800,"Caylloma","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB015",641.00,32.1596,0.2649,28.6881,3.5372,8.9855,1.0683,61.3904,0.1587,9.0925,0.4502,4823.8,2.9651,188.06,0.8250,1.8734,76.13,1.3893,0.2624,22.5134,47.43,137.78,0.000,64110.2,761.8,1.9004,35322.7,486.18,28015.3,
"SOB016","SOB016","CAY-PU","source","Brooks, Sarah","University of Illinois-Chicago","Caylloma","Arequipa Region","Peru",-15.1900,-71.6800,"Caylloma","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","MIX2",27-Sep-96,"BRK1-S",30-Aug-96,"SOB016",647.60,30.9071,0.2699,31.6194,3.5498,9.2433,1.1791,58.2563,0.1693,9.0265,0.4471,4702.4,2.9239,186.18,0.8904,1.8432,66.71,1.3905,0.2633,21.6309,47.76,142.30,0.000,70171.0,727.3,2.2444,41397.7,488.02,27048.5,
"UUP001","UUP001","UU-PU","source","Brooks, Sarah","University of Illinois-Chicago","Uyo Uyo","Arequipa Region","Peru",-15.6200,-71.7600,"Uyo Uyo","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","EHM2",18-Aug-95,"LOVE2-S",20-Jul-95,"UUP001",815.40,35.6530,0.2377,25.1255,3.5867,6.4283,1.1543,64.1661,0.2544,5.6617,0.5430,5585.3,3.1227,162.63,0.3848,1.8511,222.17,1.0744,0.3069,16.8490,43.44,125.28,0.000,66705.9,788.7,1.9996,36649.3,461.09,28225.6,
"UUP002","UUP002","UU-PU","source","Brooks, Sarah","University of Illinois-Chicago","Uyo Uyo","Arequipa Region","Peru",-15.6200,-71.7600,"Uyo Uyo","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","EHM2",18-Aug-95,"LOVE2-S",20-Jul-95,"UUP002",793.70,34.7871,0.2133,15.3893,3.5099,5.4452,1.2530,63.7621,0.1915,5.6002,0.5369,5266.7,3.0916,162.55,0.3961,1.9006,203.74,1.0744,0.3411,16.8444,40.25,120.50,0.000,71139.2,722.4,1.9481,37169.0,474.00,28849.6,
"UUP003","UUP003","UU-PU","source","Brooks, Sarah","University of Illinois-Chicago","Uyo Uyo","Arequipa Region","Peru",-15.6200,-71.7600,"Uyo Uyo","Arequipa Region","Peru","Brooks, Sarah",,,,"MURR (SRM-278: short and long)","EHM2",18-Aug-95,"LOVE2-S",20-Jul-95,"UUP003",813.10,35.2677,0.2314,22.9781,3.5655,4.8498,1.1079,63.8884,0.2094,5.6114,0.5409,5322.9,3.1130,163.34,0.3851,1.8276,211.53,1.0492,0.3777,16.7062,42.30,116.36,0.000,68222.1,646.6,1.9304,38646.8,461.49,28154.3,
